
#fps each 20 frames

0,10.6269,
1,8.18687,
2,8.74038,
3,6.47346,
4,10.0072,
5,8.99633,
6,7.61539,
7,9.62694,
8,13.094,
9,5.13786,
10,16.0042,
11,10.3917,
12,6.0882,
13,5.33749,
14,6.58716,
15,6.41513,
16,6.39316,
17,5.58535,
18,5.49837,
19,7.32098,
20,7.47929,
21,10.3212,
22,9.81861,
23,5.23455,
24,6.42431,
25,9.55642,
26,8.48433,
27,8.96196,
28,9.66271,
29,12.8401,
30,15.9826,
31,3.02105,
32,7.93025,
33,8.90891,
34,6.34698,
35,5.29888,
36,5.24073,
37,6.48099,
38,8.33455,
39,7.74981,
40,8.73258,
41,3.98567,
42,4.48527,
43,9.34864,
44,9.85465,
45,9.96899,
46,8.67409,
47,8.96407,
48,11.9821,
49,13.6203,
50,12.6823,
51,16.0679,
52,20.9242,
53,19.726,
54,16.894,
55,27.495,
56,8.89334,
57,4.3685,
58,3.65581,
59,4.16968,
60,4.114,
61,4.62489,
62,5.84677,
63,10.5273,
64,11.5767,
65,9.0942,
66,4.46343,
67,4.70372,
68,5.0962,
69,5.84618,
70,7.87209,
71,6.9448,
72,7.41772,
73,7.72462,
74,9.50547,
75,10.0306,
76,10.8753,
77,10.1536,
78,11.4024,
79,10.586,
80,9.9237,
81,10.3289,
82,12.6368,
83,10.8404,
84,9.08273,
85,11.0899,
86,7.05673,
87,8.884,
88,9.85689,
89,11.2515,
90,11.4796,
91,4.16694,
92,6.34454,
93,6.7424,
94,3.86019,
95,6.71888,
96,6.55851,
97,7.83324,
98,7.28785,
99,7.5275,
100,11.1248,
101,6.19016,
102,8.38142,
103,11.0448,
104,10.1569,
105,13.2687,
106,19.4537,
107,16.8202,
108,6.63458,
109,10.5575,
110,9.42415,
111,10.1982,
112,13.3431,
113,8.67617,
114,17.5809,
115,5.11673,
116,6.34116,
117,13.929,
118,6.61708,
119,7.3712,
120,9.64619,
121,11.3361,
122,4.77711,
123,5.46465,
124,5.64441,
125,6.88554,
126,3.04496,
127,3.14985,
128,3.38663,
129,8.18101,
130,7.51732,
131,11.7386,
132,13.0321,
133,17.0066,
134,15.9703,
135,7.79801,
136,17.0312,
137,18.3502,
138,7.11842,
139,7.97822,
140,9.053,
141,8.00086,
142,14.2205,
143,9.05903,
144,7.27758,
145,6.78652,
146,3.05512,
147,3.72874,
148,3.54145,
149,3.58654,
150,3.30239,
151,3.1605,
152,3.51877,
153,2.84217,
154,3.47226,
155,3.19526,
156,3.09403,
157,3.20645,
158,3.42129,
159,5.79186,
160,3.31024,
161,3.63376,
162,3.37789,
163,3.36493,
164,4.14446,
165,5.35343,
166,4.92539,
167,4.23822,
168,5.41832,
169,5.99468,
170,6.32565,
171,6.37731,
172,7.13179,
173,6.06611,
174,4.73041,
175,7.39615,
176,7.54807,
177,8.39599,
178,8.04931,
179,8.0059,
180,6.00604,
181,7.05749,
