1,6.287325,6.248395,1.020475,6.732285,0.475705,6.456834
2,6.092375,5.979525,0.732055,6.13855,0.48529,6.09352666666667
3,7.15345,6.48015,1.57036,6.4333125,1.0003575,6.57792716666667
4,10.3889,10.768865,1.865235,10.9421025,1.0297475,10.6899685
5,12.06795,11.7492,1.1142,11.7486,0.552600000000002,11.776415
6,8.08649,9.46511,2.89169,8.40895,0.930334999999999,8.78160633333333
7,1.36939,1.061597,0.688223,1.2076285,0.3272065,1.181689
8,1.967075,1.6238605,1.2469895,1.9887825,0.2248425,1.83852436666667
9,15.4475,13.34735,2.50595,15.2484,0.24845,14.56223
10,13.71025,13.9964,0.883899999999999,14.147,0.7074,14.0127516666667
