
#center_of_error_range,relError,median,average

0,0.100893,0.00259434,0.0994949,3437672,
1,0.0993021,0.00266301,0.0990704,2080163,
2,0.0999573,0.000609986,0.0999281,3187777,
3,0.100175,0.00120985,0.0998569,4721644,
4,0.100267,0.000871132,0.100046,4385097,
5,0.100151,0.00154045,0.100305,3257808,
6,0.101143,0.00401582,0.0993029,1863506,
7,0.0998245,0.00427178,0.0997526,1926716,
8,0.100732,0.00150938,0.100336,1828893,
9,0.099931,0.00349071,0.0996511,1854349,
10,0.0995154,0.00101597,0.100217,1806152,
11,0.101613,0.00493134,0.0994821,969210,
12,0.102792,0.0074321,0.0980783,865502,
13,0.100759,0.0054246,0.100139,849648,
14,0.103247,0.00811482,0.0986904,526814,
15,0.100335,0.00188831,0.0997388,3913030,
16,0.100094,0.000689747,0.100104,4282002,
17,0.0997906,0.00381167,0.100878,2700519,
18,0.100212,0.0020588,0.0999351,1858611,
19,0.0986529,0.00312907,0.100134,1816991,
20,0.100778,0.0031637,0.0992841,2055189,
21,0.100257,0.00360574,0.0989025,1816269,
22,0.0998959,0.00217454,0.100062,1847978,
23,0.0997885,0.00661301,0.10191,1302660,
24,0.0992958,0.00357835,0.100443,936047,
25,0.100235,0.00910003,0.101087,593734,
26,0.100051,0.0585656,0.0868389,99794,
27,0.101967,0.0348659,0.097637,63859,
28,0.0848801,0.0586825,0.117254,76343,
29,0.0996366,0.0301637,0.0962928,122465,
30,0.0999173,0.00164233,0.0998953,3954141,
31,0.0999555,0.000752635,0.100084,4264351,
32,0.099276,0.00215008,0.100565,2188756,
33,0.0997784,0.00146478,0.100325,1901303,
34,0.0998301,0.00106684,0.10005,1904686,
35,0.100105,0.00356331,0.0986315,2089910,
36,0.0998763,0.00198447,0.100611,1831471,
37,0.100248,0.00204832,0.0996102,1827353,
38,0.101064,0.00414772,0.0994257,1299388,
39,0.0997431,0.000847048,0.0999904,903727,
40,0.0987957,0.00586762,0.101517,467566,
41,0.0857067,0.0654991,0.111274,109513,
42,0.0953091,0.0262067,0.0928062,108274,
43,0.104406,0.0290037,0.0951178,132052,
44,0.129924,0.0836276,0.0717004,69379,
45,0.0999056,0.00085489,0.0999301,3923312,
46,0.0999964,0.000961824,0.099969,3942511,
47,0.100602,0.00342899,0.0989604,2151068,
48,0.100761,0.00375898,0.0988051,1932173,
49,0.0996757,0.00189407,0.100441,1904366,
50,0.0999702,0.00317796,0.0993848,2034481,
51,0.100417,0.00281204,0.100975,1905913,
52,0.100012,0.0028046,0.0999859,1829848,
53,0.10104,0.00310771,0.0992929,1079251,
54,0.100171,0.00297792,0.100694,911040,
55,0.100065,0.00568646,0.0989908,880425,
56,0.0988415,0.0208592,0.0966044,213215,
57,0.098097,0.0614676,0.100062,74039,
58,0.103545,0.0599308,0.0929682,81786,
59,0.102207,0.0511102,0.0943065,111514,
60,0.100081,0.000887409,0.100019,3875890,
61,0.0999394,0.0014181,0.100096,3943299,
62,0.0993244,0.00369762,0.100287,2080662,
63,0.0996876,0.00161276,0.100557,1936429,
64,0.100178,0.00239744,0.100088,1904118,
65,0.100245,0.00247572,0.100592,2019818,
66,0.0992773,0.00308552,0.100122,1905839,
67,0.101131,0.00287108,0.0996126,1766759,
68,0.0994196,0.00257219,0.100451,1207921,
69,0.10055,0.00613189,0.0997664,931932,
70,0.100378,0.00442738,0.0987731,709449,
71,0.098056,0.0279867,0.110653,70730,
72,0.0916136,0.0366316,0.0981729,94140,
73,0.0977638,0.0127273,0.10427,170068,
74,0.0995897,0.00801442,0.101025,750585,
75,0.100009,0.00126516,0.0999387,3731557,
76,0.0995924,0.00160846,0.100317,4050766,
77,0.0998268,0.00124747,0.0990582,2845354,
78,0.100868,0.00278116,0.0994123,2129510,
79,0.099456,0.00183965,0.10019,1981626,
80,0.099442,0.00144871,0.0992914,2103592,
81,0.101284,0.00406747,0.0988491,1903026,
82,0.0994327,0.00379748,0.100636,1758139,
83,0.1018,0.00377019,0.0990723,1628432,
84,0.100637,0.00288088,0.0987251,1001083,
85,0.0997041,0.00591523,0.0998287,974519,
86,0.099575,0.00317059,0.100692,1125975,
87,0.100156,0.00328048,0.0996065,1031860,
88,0.101581,0.0048507,0.0985738,970273,
89,0.0981638,0.0184883,0.0956113,301272,
90,0.0999187,0.000579467,0.100067,3537735,
91,0.100274,0.0019431,0.0996901,3597338,
92,0.100058,0.00165711,0.099887,2277458,
93,0.0999823,0.00186006,0.10038,2035951,
94,0.10039,0.0024228,0.0997572,2079825,
95,0.100105,0.00165626,0.0999281,2017191,
96,0.0998432,0.00158305,0.100124,2157539,
97,0.0995273,0.0025934,0.101551,1892114,
98,0.101095,0.00346465,0.0990008,2013621,
99,0.10048,0.0026063,0.0992679,1227985,
100,0.0995841,0.00519095,0.100579,997986,
101,0.100722,0.00684759,0.0989122,920397,
102,0.100361,0.00559953,0.0985812,1162418,
103,0.0997327,0.00451461,0.100666,918019,
104,0.100501,0.00281872,0.0992919,920453,
105,0.10019,0.00131936,0.0999887,3536174,
106,0.0998257,0.000914117,0.100324,3792184,
107,0.10081,0.00302973,0.0991759,2182868,
108,0.0999075,0.00105887,0.0999432,2114040,
109,0.101412,0.0042186,0.0998278,2005167,
110,0.100175,0.00193735,0.0994851,2071898,
111,0.100179,0.000898441,0.0999247,2000132,
112,0.0996693,0.00120563,0.0995257,1869562,
113,0.100087,0.00295821,0.100236,1846722,
114,0.100147,0.0028227,0.100684,1206999,
115,0.100134,0.00310129,0.100963,1023928,
116,0.100628,0.00464953,0.0986224,989025,
117,0.0986773,0.00551802,0.101446,982146,
118,0.100919,0.00307111,0.0992171,957960,
119,0.100239,0.003326,0.100233,797354,
120,0.0996929,0.00204144,0.100638,3570526,
121,0.100114,0.000594989,0.0998853,2778202,
122,0.100138,0.0023015,0.0998921,2014339,
123,0.101012,0.00223691,0.0997746,1920729,
124,0.100095,0.00150729,0.0997512,1961135,
125,0.100154,0.00264798,0.0995935,1938645,
126,0.100088,0.00208733,0.0998984,1871531,
127,0.100654,0.00177826,0.100517,1709538,
128,0.10003,0.00128507,0.100131,1221333,
129,0.100451,0.00214814,0.0989764,1306013,
130,0.100784,0.00386173,0.0987112,1539076,
131,0.0997988,0.00239921,0.100139,1648456,
132,0.0989351,0.00293295,0.0990836,834825,
133,0.100667,0.0145487,0.101091,506095,
134,0.0995091,0.00744814,0.0991078,671577,
135,0.100018,0.000777483,0.0999307,3390429,
136,0.0997092,0.00220473,0.100132,3090852,
137,0.0998309,0.00171935,0.100124,2081304,
138,0.100285,0.00140845,0.0993193,2150584,
139,0.0998977,0.00199123,0.100824,2082130,
140,0.0998619,0.00239498,0.100463,1965148,
141,0.100329,0.00139263,0.0996933,1933034,
142,0.0993607,0.00387529,0.100531,1833411,
143,0.0997406,0.00158063,0.0996117,1997933,
144,0.099751,0.00169981,0.100567,1973458,
145,0.0995887,0.00331623,0.100574,1790740,
146,0.0999858,0.00196585,0.10025,1784728,
147,0.10106,0.0033787,0.099335,1107379,
148,0.10047,0.00301536,0.0993377,834064,
149,0.0966713,0.0354543,0.0937131,114429,
150,0.100341,0.00270287,0.100138,3188646,
151,0.0999904,0.000990906,0.100072,3038632,
152,0.0996741,0.0019863,0.099741,2214667,
153,0.100346,0.00260918,0.100112,2225990,
154,0.100025,0.0023552,0.0997266,1985178,
155,0.100023,0.00262976,0.0998874,1904355,
156,0.100634,0.00234923,0.100576,1967243,
157,0.099841,0.00111657,0.0998793,1968085,
158,0.0995676,0.00229371,0.101379,2017911,
159,0.10041,0.00214332,0.0993475,1903359,
160,0.0998764,0.00232693,0.0999405,2043466,
161,0.0996578,0.000910864,0.100261,1905882,
162,0.0996809,0.0022553,0.1002,1723274,
163,0.0999416,0.00235936,0.100085,1064271,
164,0.100721,0.00486921,0.0988782,935778,
165,0.100129,0.00146344,0.100191,2997044,
166,0.0998612,0.00140338,0.100029,2972106,
167,0.10025,0.00368087,0.0996316,2059431,
168,0.0992691,0.00306993,0.100803,2168126,
169,0.10004,0.00272087,0.10034,1870909,
170,0.100113,0.00247885,0.0993277,1977731,
171,0.100418,0.00209221,0.100307,1720905,
172,0.099815,0.00259228,0.0998989,2133453,
173,0.100057,0.00157395,0.100193,2031517,
174,0.100196,0.00227853,0.10061,1842639,
175,0.0997987,0.00143557,0.0999255,1923282,
176,0.0997254,0.00145412,0.100141,2362938,
177,0.0994997,0.00111218,0.100175,2026650,
178,0.0996453,0.00333034,0.10063,1776847,
179,0.0997356,0.0014074,0.0995652,1646303,
180,0.0995201,0.00242364,0.101131,3024993,
181,0.0984277,0.00492764,0.101659,2262545,
182,0.1004,0.00258454,0.0995497,2228248,
183,0.100022,0.00136939,0.0997998,2083405,
184,0.10005,0.00116471,0.0999908,2039133,
185,0.0994633,0.00241622,0.0995141,1916421,
186,0.0993592,0.00314068,0.101157,1819349,
187,0.100693,0.00262535,0.099563,1841091,
188,0.0998761,0.00300865,0.100042,2190850,
189,0.100021,0.00247663,0.0998279,2083070,
190,0.0993882,0.0025251,0.100495,1793790,
191,0.0998961,0.00154516,0.0992434,2015650,
192,0.100124,0.0023906,0.0998182,2297957,
193,0.0997666,0.00119668,0.100253,2289673,
194,0.100175,0.0017531,0.100055,1863838,
195,0.100357,0.00420532,0.0989811,2355585,
196,0.0997291,0.00245434,0.0997172,1940031,
197,0.0999796,0.00148865,0.0999157,2121718,
198,0.100228,0.00302813,0.100154,2020391,
199,0.0999217,0.000570278,0.0999386,2041108,
200,0.100094,0.00177139,0.100026,1663945,
201,0.100076,0.00225366,0.100895,1891368,
202,0.0996188,0.000743826,0.099726,2175241,
203,0.0999507,0.00171928,0.098717,2039805,
204,0.100299,0.00232057,0.098968,1896947,
205,0.100004,0.00180041,0.100174,1959832,
206,0.0996769,0.00149171,0.100569,2250442,
207,0.100018,0.000694625,0.100225,2443043,
208,0.0996676,0.00484664,0.10076,2251147,
209,0.0993764,0.0016676,0.100261,2120107,
210,0.0996684,0.00162852,0.100402,2128002,
211,0.100081,0.00312229,0.100134,1893642,
212,0.0994009,0.00347641,0.102035,2166172,
213,0.0998587,0.00176593,0.100257,1842092,
214,0.100201,0.00206112,0.0997398,2041127,
215,0.0996362,0.00369447,0.0991748,1849790,
216,0.100585,0.00209704,0.0998567,1764628,
217,0.100247,0.00247947,0.0996392,2076657,
218,0.0997784,0.0017448,0.100489,2283359,
219,0.100133,0.00194791,0.0994577,2109445,
220,0.0998252,0.00224168,0.099585,1890103,
221,0.0998753,0.00180319,0.100188,1898858,
222,0.100292,0.00150722,0.09943,2332113,
223,0.0996537,0.00169503,0.0999755,2521493,
224,0.10075,0.00228158,0.0991503,2246906,
225,0.0999072,0.00357576,0.100465,1655452,
226,0.0990509,0.00282664,0.100647,2141414,
227,0.100886,0.00258999,0.100095,2131090,
228,0.0997883,0.00201645,0.0996365,1792255,
229,0.100161,0.00199819,0.0996619,2039851,
230,0.0998067,0.00131624,0.0997351,1766394,
231,0.100352,0.00120657,0.100448,1806355,
232,0.099571,0.00235069,0.101169,2065773,
233,0.100349,0.00299183,0.0994192,2246618,
234,0.100297,0.00299195,0.0997959,2216780,
235,0.100334,0.00172449,0.0997492,1985510,
236,0.10047,0.0025522,0.0990879,1904436,
237,0.0996741,0.00445904,0.0995503,2132635,
238,0.0998498,0.00236211,0.100341,2296680,
239,0.0992127,0.0012672,0.100265,2419908,
240,0.10002,0.00120206,0.100518,2232827,
241,0.100115,0.00378853,0.0995709,1914993,
242,0.100087,0.00180447,0.0998551,1849850,
243,0.100074,0.00291689,0.0998798,1910766,
244,0.100323,0.00239893,0.0997356,1812061,
245,0.100503,0.00304378,0.0994593,2151107,
246,0.0991833,0.00223542,0.1008,2130020,
247,0.10002,0.00348766,0.100274,2219681,
248,0.100267,0.0018009,0.100023,2014831,
249,0.0999923,0.00132169,0.09971,2019010,
250,0.100136,0.00296617,0.0996814,2127488,
251,0.100212,0.00257002,0.099384,2164961,
252,0.100179,0.00124756,0.0996269,2287259,
253,0.100718,0.00307979,0.0989829,2238624,
254,0.0994722,0.00331414,0.100697,1888577,
255,0.100303,0.0018902,0.100301,2965024,
256,0.0994175,0.00273291,0.100902,1713376,
257,0.0998989,0.00252145,0.100384,1623672,
258,0.10044,0.00298938,0.0999726,1947394,
259,0.099145,0.0023202,0.100517,1851137,
260,0.0999557,0.00241536,0.0999321,1994734,
