
#center_of_error_range,relError,median,average

0,3645,0.0414858,0.0012635,0.0418407,3437672,
1,2002,0.0414886,0.00213781,0.0415662,2080163,
2,4004,0.0417372,0.00230756,0.0413589,3187777,
3,4004,0.0415841,0.000955282,0.0414952,4721644,
4,4004,0.0416909,0.000583225,0.0415805,4385097,
5,3261,0.0418455,0.00116597,0.0417015,3257808,
6,2002,0.0422438,0.00243976,0.0418083,1863506,
7,2002,0.0413047,0.00254189,0.0412547,1926716,
8,2002,0.0417791,0.00218958,0.0417321,1828893,
9,2002,0.0408486,0.00305795,0.0418179,1854349,
10,2002,0.0417797,0.00195139,0.0412858,1806152,
11,1045,0.0429231,0.00447014,0.0411954,969210,
12,1001,0.0418018,0.00441998,0.0419219,865502,
13,1001,0.0423234,0.00416055,0.0406816,849648,
14,656,0.041341,0.00645199,0.0420832,526814,
15,4004,0.0417809,0.00136339,0.0414469,3913030,
16,4004,0.0416978,0.00105535,0.0418895,4282002,
17,2714,0.0416338,0.00162895,0.0416244,2700519,
18,2002,0.0416908,0.00223662,0.0418759,1858611,
19,2002,0.0413852,0.00209165,0.0414611,1816991,
20,2002,0.0415507,0.00181954,0.0415937,2055189,
21,2017,0.0411913,0.00226481,0.0417408,1816269,
22,2038,0.0417418,0.00218239,0.0416174,1847978,
23,1398,0.0409854,0.00440023,0.0413485,1302660,
24,1063,0.0413558,0.00297741,0.0412907,936047,
25,686,0.0414428,0.00513866,0.0407582,593734,
26,83,0.0424925,0.0365403,0.0410295,99794,
27,92,0.0472447,0.0278269,0.0360168,63859,
28,66,0.0471621,0.0445424,0.0241214,76343,
29,115,0.0441555,0.0307966,0.0388397,122465,
30,4004,0.0416079,0.00114778,0.0413384,3954141,
31,3976,0.0416399,0.00115492,0.0415409,4264351,
32,2200,0.0415547,0.00282855,0.0417742,2188756,
33,2026,0.0420659,0.00224215,0.0414458,1901303,
34,2027,0.0421308,0.00196883,0.0415567,1904686,
35,2023,0.0415795,0.00238025,0.0415987,2089910,
36,2027,0.0417514,0.00187418,0.0414648,1831471,
37,2017,0.0418058,0.00228965,0.0417752,1827353,
38,1468,0.0417727,0.00268511,0.0412306,1299388,
39,1029,0.0416287,0.00382638,0.0426528,903727,
40,634,0.0417086,0.00576496,0.0415161,467566,
41,100,0.042826,0.0258508,0.0355392,109513,
42,131,0.0386473,0.027629,0.0442211,108274,
43,104,0.0370725,0.0178225,0.0450883,132052,
44,64,0.0382681,0.0300811,0.0376195,69379,
45,4004,0.0418157,0.00153416,0.0415156,3923312,
46,3774,0.0417804,0.000995178,0.0414731,3942511,
47,2044,0.0415891,0.00148066,0.0416017,2151068,
48,2034,0.0411583,0.00252048,0.0423197,1932173,
49,2034,0.0415805,0.00239056,0.041606,1904366,
50,2038,0.0414742,0.00203123,0.0413835,2034481,
51,2033,0.0417928,0.00252661,0.0417097,1905913,
52,2035,0.0415062,0.00196191,0.0411034,1829848,
53,1236,0.0412823,0.00484688,0.0424294,1079251,
54,1033,0.0426156,0.00576649,0.0414949,911040,
55,1042,0.0419843,0.00379817,0.0415572,880425,
56,282,0.0399479,0.0149966,0.0428886,213215,
57,83,0.0411405,0.0301733,0.0374532,74039,
58,81,0.0365588,0.0316069,0.0405999,81786,
59,93,0.0426852,0.0357623,0.0356906,111514,
60,4004,0.0414992,0.00189931,0.0417877,3875890,
61,3703,0.0416384,0.00102161,0.0415719,3943299,
62,2039,0.0416399,0.00200681,0.0415796,2080662,
63,2040,0.0415068,0.00196702,0.0416775,1936429,
64,2026,0.0416264,0.00155846,0.0416952,1904118,
65,2040,0.0419082,0.00263043,0.0416416,2019818,
66,2032,0.0414888,0.00144451,0.0411202,1905839,
67,2032,0.0417318,0.00179651,0.0417856,1766759,
68,1421,0.0416397,0.002941,0.0411728,1207921,
69,1093,0.0416017,0.00145611,0.0412696,931932,
70,930,0.0415167,0.00476285,0.0414251,709449,
71,91,0.0412696,0.0343843,0.0336915,70730,
72,117,0.0454801,0.0257754,0.0303166,94140,
73,174,0.0399428,0.0280594,0.0348243,170068,
74,755,0.041064,0.00519062,0.040623,750585,
75,4004,0.0416853,0.00139245,0.0414801,3731557,
76,4004,0.0416109,0.00123779,0.041621,4050766,
77,2762,0.0416391,0.000908499,0.0414439,2845354,
78,2100,0.0417439,0.00211504,0.0414706,2129510,
79,2070,0.0420263,0.00185075,0.0414513,1981626,
80,2066,0.0412882,0.0024432,0.0418037,2103592,
81,2066,0.0414348,0.00153571,0.0412115,1903026,
82,2065,0.0418946,0.00197169,0.041336,1758139,
83,1759,0.0405224,0.00185086,0.0415839,1628432,
84,1108,0.0423267,0.00365454,0.0410031,1001083,
85,1179,0.0412911,0.0029317,0.0413666,974519,
86,1122,0.0418633,0.00381447,0.0421857,1125975,
87,1152,0.0416399,0.00396808,0.0407744,1031860,
88,1127,0.0408431,0.00356498,0.0424757,970273,
89,356,0.0409978,0.00963083,0.0405846,301272,
90,4004,0.0417212,0.0013821,0.041178,3537735,
91,3531,0.0419524,0.00130791,0.0411948,3597338,
92,2070,0.0414802,0.00134338,0.0419145,2277458,
93,2061,0.0416515,0.00201503,0.0415253,2035951,
94,2046,0.0416097,0.00143954,0.0413138,2079825,
95,2054,0.0421046,0.00131916,0.041677,2017191,
96,2244,0.0414013,0.00142523,0.0417126,2157539,
97,2217,0.0412414,0.00173325,0.041841,1892114,
98,2249,0.0417688,0.00211733,0.0415274,2013621,
99,1275,0.0418446,0.00459493,0.041779,1227985,
100,1090,0.0427421,0.00641492,0.0409179,997986,
101,1111,0.0425344,0.00451599,0.0409144,920397,
102,1094,0.0412115,0.00342476,0.0414924,1162418,
103,1084,0.0415187,0.00364807,0.0419093,918019,
104,1105,0.0416018,0.00360964,0.0412889,920453,
105,4004,0.0419322,0.00117797,0.0413351,3536174,
106,3642,0.0415975,0.000876672,0.0417629,3792184,
107,2057,0.0419879,0.00284396,0.0408231,2182868,
108,2058,0.0413396,0.00152575,0.041354,2114040,
109,2067,0.0421693,0.00259006,0.0410851,2005167,
110,2074,0.041685,0.00203726,0.0414111,2071898,
111,2060,0.042058,0.00265407,0.041767,2000132,
112,2079,0.0413442,0.00361448,0.04202,1869562,
113,2033,0.0412753,0.00203387,0.0416966,1846722,
114,1314,0.0419458,0.00227962,0.0416757,1206999,
115,1077,0.0411391,0.00368141,0.0408847,1023928,
116,1075,0.0426536,0.00514901,0.0407897,989025,
117,1069,0.0422508,0.00330959,0.0410331,982146,
118,1091,0.0420853,0.00343021,0.0405962,957960,
119,1071,0.0418522,0.00405717,0.0417462,797354,
120,4004,0.0415439,0.00163771,0.0416708,3570526,
121,2496,0.0414398,0.00156684,0.0419133,2778202,
122,2030,0.0417462,0.00218285,0.0413158,2014339,
123,2029,0.0415983,0.00217626,0.0419198,1920729,
124,2047,0.0416649,0.00111645,0.0420522,1961135,
125,2039,0.0414099,0.00234855,0.041073,1938645,
126,2029,0.0418871,0.00321608,0.0419718,1871531,
127,2039,0.0418367,0.00190666,0.0416747,1709538,
128,1400,0.0418559,0.00323171,0.0411194,1221333,
129,1402,0.0426902,0.00331161,0.040946,1306013,
130,1731,0.0415389,0.00202427,0.0425548,1539076,
131,1940,0.0420718,0.00194758,0.0412216,1648456,
132,1035,0.0424724,0.00541311,0.0405061,834825,
133,616,0.0417046,0.00732175,0.0407097,506095,
134,703,0.0423942,0.00576256,0.0400267,671577,
135,4004,0.0415583,0.00106108,0.0419252,3390429,
136,2965,0.0416909,0.00152434,0.0415327,3090852,
137,2036,0.0420169,0.00277711,0.0417274,2081304,
138,2109,0.0415748,0.00211198,0.0417347,2150584,
139,2153,0.0417099,0.00196217,0.0414439,2082130,
140,2080,0.0415467,0.00196143,0.0414147,1965148,
141,2062,0.0416033,0.00151808,0.0414175,1933034,
142,2059,0.0417495,0.00295024,0.0409875,1833411,
143,2041,0.0416843,0.002662,0.0412574,1997933,
144,2058,0.0420247,0.00336719,0.0415466,1973458,
145,2056,0.041704,0.00151893,0.041276,1790740,
146,2048,0.0417562,0.00217764,0.0416789,1784728,
147,1293,0.0416592,0.00455445,0.0415594,1107379,
148,1113,0.0421934,0.00415915,0.0410778,834064,
149,128,0.0439792,0.0255049,0.0394306,114429,
150,4004,0.0414924,0.00230584,0.041668,3188646,
151,2936,0.0414981,0.00110198,0.0417772,3038632,
152,2088,0.0421883,0.00295801,0.0417995,2214667,
153,2071,0.0418964,0.00184008,0.0411491,2225990,
154,2076,0.041634,0.00314027,0.0415149,1985178,
155,2056,0.0415335,0.00184656,0.0417409,1904355,
156,2053,0.0419092,0.0024697,0.0415061,1967243,
157,2046,0.0416598,0.00253292,0.0417025,1968085,
158,2135,0.0419882,0.00242404,0.0417927,2017911,
159,2154,0.0420207,0.00288043,0.0412544,1903359,
160,2151,0.0415253,0.00125204,0.0416178,2043466,
161,2033,0.0417615,0.00208906,0.0415994,1905882,
162,1894,0.0416077,0.00222396,0.041227,1723274,
163,1217,0.0424154,0.00420335,0.0417074,1064271,
164,1110,0.04145,0.00311826,0.0412817,935778,
165,4004,0.0415855,0.00212593,0.0414674,2997044,
166,2576,0.0416146,0.00149254,0.0415402,2972106,
167,2040,0.0415979,0.00245845,0.0414556,2059431,
168,2046,0.0416828,0.00271594,0.0412552,2168126,
169,2060,0.0415042,0.0021837,0.0418561,1870909,
170,2062,0.0420608,0.00230972,0.0408407,1977731,
171,2037,0.0416662,0.00223109,0.0407977,1720905,
172,2046,0.0419205,0.00293163,0.0411422,2133453,
173,2036,0.0419701,0.0017898,0.0411737,2031517,
174,2043,0.042034,0.00197407,0.041293,1842639,
175,2046,0.0416112,0.00289037,0.0420289,1923282,
176,2054,0.0416746,0.00163292,0.0416475,2362938,
177,2027,0.0417003,0.0028219,0.0408043,2026650,
178,2041,0.0422608,0.00332218,0.0408752,1776847,
