
#CamPos,DataNode_0,DataNode_1...DataNode_n,avgTime

1,4.15882,4.15859,4.1584,4.15815,4.15796,4.15779,4.15758,4.15737,4.15717,4.15702,4.15152,4.15145,4.15133,4.15107,4.15085,4.15067,4.15053,4.15025,4.15005,4.14985,4.14977,4.14947,4.14934,4.14902,4.14888,4.14882,4.14873,4.14855,4.15282,
#CamPos,DataNode_0,DataNode_1...DataNode_n,avgTime

2,5.02931,5.02911,5.02887,5.02865,5.02845,5.02832,5.02809,5.02798,5.02765,5.02216,5.0219,5.0217,5.02161,5.02146,5.02125,5.02106,5.02089,5.02061,5.0204,5.02036,5.02013,5.01996,5.01971,5.01952,5.01942,5.01921,5.01906,5.01892,5.02306,
#CamPos,DataNode_0,DataNode_1...DataNode_n,avgTime

3,4.5858,4.5856,4.58551,4.58525,4.58509,4.58492,4.58471,4.58462,4.58443,4.58426,4.58416,4.58395,4.58362,4.58351,4.58338,4.58329,4.58316,4.58287,4.58279,4.58273,4.58251,4.58223,4.58208,4.58188,4.58164,4.58159,4.58143,4.5813,4.58351,
#CamPos,DataNode_0,DataNode_1...DataNode_n,avgTime

4,9.71769,9.71753,9.71734,9.71715,9.71702,9.7168,9.71676,9.71657,9.71643,9.71626,9.71614,9.71597,9.7158,9.71556,9.71533,9.71517,9.71512,9.71497,9.71476,9.71466,9.7146,9.71437,9.71413,9.71412,9.71385,9.71375,9.71358,9.71341,9.71553,
#CamPos,DataNode_0,DataNode_1...DataNode_n,avgTime

5,9.29469,9.29453,9.29437,9.29426,9.29401,9.29397,9.29375,9.29356,9.29341,9.29336,9.29314,9.29295,9.2929,9.29254,9.29233,9.29217,9.292,9.29197,9.29177,9.29152,9.29133,9.29112,9.29101,9.29085,9.29062,9.29048,9.29033,9.29028,9.29247,
#CamPos,DataNode_0,DataNode_1...DataNode_n,avgTime

6,7.27287,7.27157,7.27142,7.27123,7.27122,7.27104,7.27085,7.27076,7.2706,7.27044,7.27021,7.27013,7.26986,7.26972,7.26949,7.26935,7.26921,7.26902,7.26883,7.26866,7.26852,7.26835,7.2681,7.26805,7.26781,7.26758,7.26736,7.26722,7.26962,
#CamPos,DataNode_0,DataNode_1...DataNode_n,avgTime

7,1.37693,1.37677,1.37666,1.37639,1.37613,1.37603,1.3759,1.37568,1.37554,1.37542,1.37517,1.37505,1.37498,1.37153,1.37136,1.37119,1.37101,1.37079,1.37048,1.37032,1.37023,1.37015,1.37002,1.36991,1.36979,1.36952,1.36936,1.36931,1.37291,
#CamPos,DataNode_0,DataNode_1...DataNode_n,avgTime

8,0.358991,0.358873,0.35862,0.358498,0.358375,0.358106,0.357869,0.357737,0.357486,0.357369,0.35725,0.35713,0.356878,0.356754,0.356499,0.356377,0.356128,0.355992,0.355858,0.355646,0.35548,0.355259,0.355138,0.354875,0.354757,0.354613,0.35451,0.354262,0.356619,
#CamPos,DataNode_0,DataNode_1...DataNode_n,avgTime

8,2.4608,2.46065,2.46052,2.46041,2.4603,2.46011,2.45984,2.45965,2.45954,2.45929,2.45916,2.45894,2.45878,2.45858,2.45847,2.45842,2.4583,2.45801,2.4579,2.45769,2.45762,2.45736,2.45711,2.45703,2.4569,2.45661,2.45642,2.45641,2.4586,
#CamPos,DataNode_0,DataNode_1...DataNode_n,avgTime

9,12.0979,12.0978,12.0977,12.0975,12.0973,12.0971,12.0969,12.0968,12.0965,12.0963,12.0963,12.0961,12.0959,12.0957,12.0955,12.0953,12.0951,12.0949,12.0947,12.0945,12.0945,12.0942,12.0942,12.0941,12.0938,12.0937,12.0934,12.0934,12.0956,
#CamPos,DataNode_0,DataNode_1...DataNode_n,avgTime

10,9.65248,9.65244,9.65228,9.65207,9.65165,9.65148,9.65134,9.65111,9.65096,9.65069,9.65044,9.65025,9.65022,9.65,9.64816,9.64796,9.6478,9.64763,9.64744,9.64733,9.64715,9.64704,9.64692,9.64679,9.64665,9.64642,9.64639,9.6462,9.64919,
