
#fps each 20 frames

0,10.6995,
1,7.23364,
2,5.73856,
3,4.17646,
4,6.11709,
5,9.35225,
6,6.30568,
7,8.29547,
8,10.8608,
9,10.415,
10,13.5725,
11,4.96832,
12,6.97293,
13,6.72998,
14,6.69838,
15,6.63131,
16,5.81601,
17,6.24186,
18,6.89859,
19,6.99179,
20,8.71783,
21,9.15608,
22,4.93066,
23,8.40077,
24,7.42444,
25,7.17679,
26,8.08742,
27,8.00348,
28,10.4337,
29,14.9366,
30,3.40879,
31,8.31818,
32,6.01364,
33,4.76872,
34,6.26814,
35,5.5363,
36,5.14282,
37,4.89153,
38,10.6409,
39,5.65845,
40,3.98742,
41,4.62871,
42,9.75297,
43,10.5707,
44,8.85861,
45,9.66038,
46,9.96189,
47,13.057,
48,10.9406,
49,13.662,
50,17.359,
51,18.7874,
52,20.1993,
53,15.954,
54,11.6943,
55,2.8376,
56,3.59046,
57,3.67829,
58,4.63189,
59,5.77777,
60,5.97845,
61,5.23889,
62,9.97739,
63,7.02524,
64,4.30443,
65,4.66389,
66,4.86543,
67,5.01232,
68,5.02774,
69,4.40143,
70,5.12699,
71,5.23616,
72,5.79496,
73,5.89845,
74,6.38158,
75,6.76337,
76,6.82247,
77,8.39219,
78,8.29071,
79,8.44818,
80,10.7794,
81,10.8624,
82,11.5792,
83,14.0947,
84,16.1788,
85,11.4153,
86,7.43101,
87,10.5347,
88,13.2857,
89,14.9054,
90,13.7458,
91,5.74625,
92,7.74614,
93,5.55654,
94,6.47161,
95,10.4647,
96,6.47187,
97,8.30548,
98,8.84314,
99,10.8861,
100,14.3973,
101,9.75105,
102,11.4229,
103,15.5789,
104,18.5938,
105,17.0614,
106,13.874,
107,6.06591,
108,6.91499,
109,8.22438,
110,10.4699,
111,11.1498,
112,11.9054,
113,12.4463,
114,4.5235,
115,5.94927,
116,7.91735,
117,11.2138,
118,7.86512,
119,9.66494,
120,8.88076,
121,10.179,
122,4.24006,
123,4.07811,
124,4.66969,
125,10.7082,
126,4.88631,
127,2.79395,
128,4.11373,
129,9.36456,
130,4.69372,
131,11.2812,
132,15.3721,
133,12.8393,
134,12.7859,
135,13.3603,
136,7.81056,
137,6.17257,
138,9.8347,
139,7.35253,
140,8.27503,
141,7.27425,
142,6.59277,
143,6.62672,
144,7.21259,
145,6.78884,
146,3.24419,
147,3.41185,
148,4.80335,
149,4.39557,
150,4.17954,
151,3.6813,
152,3.5715,
153,3.25667,
154,3.58562,
155,2.39205,
156,2.66446,
157,2.89186,
158,2.97255,
159,2.93764,
160,3.05792,
161,3.30613,
162,2.45928,
163,1.85613,
164,2.21397,
165,2.387,
166,2.85829,
167,3.70506,
168,3.62645,
169,4.16944,
170,3.99537,
171,5.2045,
172,3.55689,
173,3.81029,
174,4.68659,
175,4.73001,
176,5.62774,
177,5.68416,
178,6.85214,
179,4.92487,
180,5.60276,
181,4.88323,
182,4.26395,
