0,10.4232,10.4232,10.423,10.4229,10.4227,10.4224,10.4223,10.4222,10.422,10.4218,10.4216,10.4215,10.4213,10.4211,10.4209,10.4207,10.4205,10.4203,10.4202,10.4199,10.4199,10.4196,10.4195,10.4193,10.4192,10.419,10.4189,10.4188,10.4186,10.4186,10.4183,10.4182,10.4207,

#CamPos,DataNode_0,DataNode_1...DataNode_n,avgTime

1,4.15012,4.15005,4.14992,4.1498,4.14951,4.14931,4.14919,4.14892,4.14876,4.1485,4.14843,4.14811,4.14797,4.14748,4.14723,4.14713,4.14689,4.14679,4.14663,4.14647,4.14619,4.14617,4.14599,4.14411,4.14391,4.14377,4.1436,4.14345,4.14329,4.14309,4.14291,4.14262,4.14676,
#CamPos,DataNode_0,DataNode_1...DataNode_n,avgTime

2,4.67006,4.66982,4.66975,4.66948,4.66933,4.66915,4.66906,4.66889,4.66867,4.66846,4.66835,4.66803,4.66788,4.66779,4.66768,4.66758,4.66738,4.66719,4.66694,4.66687,4.66669,4.66648,4.66628,4.66617,4.66596,4.66572,4.66566,4.66538,4.66524,4.66502,4.66487,4.66469,4.66739,
#CamPos,DataNode_0,DataNode_1...DataNode_n,avgTime

3,5.32629,5.32625,5.32608,5.32599,5.32572,5.32552,5.32532,5.32525,5.32504,5.32497,5.32472,5.32441,5.32439,5.32416,5.32408,5.32385,5.32375,5.32347,5.32332,5.32306,5.32292,5.32281,5.32265,5.32252,5.32231,5.32209,5.32202,5.32188,5.32173,5.32153,5.32135,5.3212,5.32377,
#CamPos,DataNode_0,DataNode_1...DataNode_n,avgTime

4,10.428,10.4278,10.4276,10.4272,10.427,10.4267,10.4265,10.4264,10.4261,10.4261,10.4257,10.4256,10.4253,10.4252,10.425,10.4247,10.4245,10.4243,10.4243,10.4241,10.424,10.4238,10.4236,10.4235,10.4233,10.4232,10.4231,10.4229,10.4226,10.4225,10.4224,10.4223,10.4249,
#CamPos,DataNode_0,DataNode_1...DataNode_n,avgTime

5,10.4464,10.4463,10.4461,10.4459,10.4458,10.4455,10.4453,10.4452,10.445,10.4448,10.4447,10.4444,10.4442,10.4441,10.4439,10.4438,10.4436,10.4435,10.4433,10.4432,10.443,10.4429,10.4428,10.4426,10.4424,10.4423,10.4421,10.4419,10.4418,10.4415,10.4414,10.4411,10.4438,
#CamPos,DataNode_0,DataNode_1...DataNode_n,avgTime

6,6.49613,6.49605,6.49589,6.49567,6.4955,6.49533,6.49516,6.49507,6.49483,6.49463,6.49453,6.49431,6.49427,6.49397,6.49378,6.49367,6.49345,6.49329,6.49312,6.49296,6.49276,6.49258,6.49244,6.4922,6.49214,6.4919,6.49181,6.49171,6.49154,6.49145,6.4913,6.49109,6.49358,
#CamPos,DataNode_0,DataNode_1...DataNode_n,avgTime

7,0.379727,0.379487,0.379355,0.37923,0.378989,0.378867,0.378632,0.378474,0.378353,0.378106,0.377983,0.377852,0.377621,0.377349,0.37723,0.377123,0.376867,0.376728,0.37647,0.376347,0.37612,0.375979,0.375861,0.375608,0.375478,0.375239,0.374987,0.374863,0.374614,0.374428,0.374237,0.373987,0.376943,
#CamPos,DataNode_0,DataNode_1...DataNode_n,avgTime

8,3.56949,3.56939,3.56911,3.569,3.56888,3.56866,3.56856,3.56828,3.56809,3.568,3.56776,3.56769,3.56755,3.56746,3.56719,3.56708,3.56191,3.56162,3.56149,3.56147,3.56117,3.56102,3.56085,3.5607,3.56064,3.56037,3.56033,3.56014,3.56001,3.55994,3.55964,3.55933,3.56446,
#CamPos,DataNode_0,DataNode_1...DataNode_n,avgTime
9,11.5878,11.5876,11.5873,11.5872,11.587,11.5868,11.5866,11.5865,11.5863,11.5862,11.586,11.5859,11.5857,11.5855,11.5853,11.5852,11.585,11.5848,11.5847,11.5846,11.5842,11.5842,11.584,11.5839,11.5838,11.5835,11.5834,11.5832,11.5829,11.5828,11.5824,11.5823,11.5851,
