
#fps each 20 frames

0,6.1237,
1,4.32558,
2,5.41773,
3,7.44755,
4,7.7247,
5,10.7634,
6,12.0882,
7,17.2221,
8,6.51523,
9,13.6922,
10,6.73436,
11,6.89035,
12,6.4034,
13,6.22125,
14,6.2422,
15,6.03622,
16,5.74775,
17,5.16371,
18,6.64403,
19,6.30815,
20,3.8032,
21,3.72875,
22,4.04355,
23,4.60335,
24,5.50569,
25,4.81653,
26,5.60667,
27,5.77305,
28,5.37103,
29,4.09165,
30,6.1935,
31,4.65128,
32,4.83343,
33,6.45778,
34,6.38453,
35,5.08095,
36,5.271,
37,5.61072,
38,3.83907,
39,4.61195,
40,3.93784,
41,6.51993,
42,9.86263,
43,8.35147,
44,9.01418,
45,12.5637,
46,12.5301,
47,12.7516,
48,17.0949,
49,15.6133,
50,14.9427,
51,15.665,
52,13.263,
53,7.36374,
54,2.78216,
55,2.62074,
56,3.27483,
57,3.3597,
58,3.16086,
59,3.18779,
60,3.36209,
61,3.68519,
62,6.64463,
63,4.4522,
64,3.78668,
65,4.01166,
66,4.49986,
67,4.61823,
68,4.9737,
69,4.98516,
70,4.98038,
71,5.27332,
72,5.57322,
73,4.94673,
74,4.99124,
75,6.44813,
76,6.70299,
77,7.19972,
78,8.73823,
79,8.48911,
80,10.0852,
81,11.2155,
82,12.2079,
83,13.4644,
84,18.9395,
85,6.28051,
86,12.0749,
87,12.0719,
88,12.9318,
89,14.7237,
90,5.77771,
91,5.40105,
92,6.223,
93,8.31597,
94,11.451,
95,5.86903,
96,6.51298,
97,8.98129,
98,10.2519,
99,14.9431,
100,6.55763,
101,9.33241,
102,13.3577,
103,13.5743,
104,16.5153,
105,20.6494,
106,16.9996,
107,8.31395,
108,11.1737,
109,10.3666,
110,13.3915,
111,15.4873,
112,14.723,
113,6.62037,
114,7.50466,
115,13.5528,
116,26.9718,
117,8.794,
118,8.40478,
119,14.0902,
120,11.713,
121,5.90341,
122,5.79192,
123,7.43514,
124,6.86,
125,3.06691,
126,3.73957,
127,6.64121,
128,13.5081,
129,9.73566,
130,14.047,
131,13.003,
132,19.4648,
133,11.2007,
134,10.6558,
135,11.4565,
136,10.74,
137,20.3746,
138,11.4923,
139,22.3543,
140,13.2938,
141,11.752,
142,18.2872,
143,14.6495,
144,14.5943,
145,6.60161,
146,7.71103,
147,13.9506,
148,7.43579,
149,7.39823,
150,7.96957,
151,5.44436,
152,6.09657,
153,5.04201,
154,2.99028,
155,2.72907,
156,3.07377,
157,2.82091,
158,3.55399,
159,3.26364,
160,2.7964,
161,3.39645,
162,3.99808,
163,3.63886,
164,4.00669,
165,5.58258,
166,4.5805,
167,4.60817,
168,4.99369,
169,7.57784,
170,5.26903,
171,5.22464,
172,5.0969,
173,4.88701,
174,6.51401,
175,6.86526,
176,7.21916,
177,7.1427,
178,5.07028,
179,5.73512,
180,4.22585,
